languageType,languageCode,languageName,tipSheetNumber,title
1,bn,Bengali/বাংলা,7,অনলাইনে শিশুদের নিরাপদ রাখুন!
1,bn,Bengali/বাংলা,8,আর্থিক সংকটকালীন সময়ে পরিবারের জন্য বাজেট তৈরি
1,bn,Bengali/বাংলা,9,পারিবারিক সম্প্রীতি
1,bn,Bengali/বাংলা,10,খেলার মাধ্যমে শেখা
1,bn,Bengali/বাংলা,11,যখন আমরা রাগ হই
1,bn,Bengali/বাংলা,12,জনাকীর্ণ বাড়ি বা কমিউনিটিতে শিশুদের পরিচর্যা বা যত্ন (প্যারেন্টিং)
1,bn,Bengali/বাংলা,13,বিশেষ চাহিদাসম্পন্ন শিশুদের পরিচর্যা বা যত্ন (প্যারেন্টিং)
1,bn,Bengali/বাংলা,14,কিশোর বয়সী ছেলেমেয়দের পরিচর্যা বা যত্ন (প্যারেন্টিং)
1,bn,Bengali/বাংলা,15,কোভিড-১৯ এর সময় পরিবারের নতুন শিশুর যত্ন
1,bn,Bengali/বাংলা,16,শিক্ষা এবং দূরবর্তী (রিমুট) 
2,bn,বাংলা/Bengali,1,শিশুর সাথে একান্তে সময় কাটানো
2,bn,বাংলা/Bengali,2,ইতিবাচক থাকুন
2,bn,বাংলা/Bengali,3,রুটিন তৈরি করুন
2,bn,বাংলা/Bengali,4,মন্দ বা খারাপ আচরণ
2,bn,বাংলা/Bengali,5,শান্ত থাকুন এবং চাপ নিয়ন্ত্রণ করুন
2,bn,বাংলা/Bengali,6,কোভিড-১৯'এর কথা।
2,bn,বাংলা/Bengali,7,অনলাইনে শিশুদের নিরাপদ রাখুন!
2,bn,বাংলা/Bengali,8,আর্থিক সংকটকালীন সময়ে পরিবারের জন্য বাজেট তৈরি
2,bn,বাংলা/Bengali,9,পারিবারিক সম্প্রীতি
2,bn,বাংলা/Bengali,10,খেলার মাধ্যমে শেখা
2,bn,বাংলা/Bengali,11,যখন আমরা রাগ হই
2,bn,বাংলা/Bengali,12,জনাকীর্ণ বাড়ি বা কমিউনিটিতে শিশুদের পরিচর্যা বা যত্ন (প্যারেন্টিং)
2,bn,বাংলা/Bengali,13,বিশেষ চাহিদাসম্পন্ন শিশুদের পরিচর্যা বা যত্ন (প্যারেন্টিং)
2,bn,বাংলা/Bengali,14,কিশোর বয়সী ছেলেমেয়দের পরিচর্যা বা যত্ন (প্যারেন্টিং)
2,bn,বাংলা/Bengali,15,কোভিড-১৯ এর সময় পরিবারের নতুন শিশুর যত্ন
2,bn,বাংলা/Bengali,16,শিক্ষা এবং দূরবর্তী (রিমুট) 
1,zh-hant,Chinese Traditional/中文（繁体）,1,親子時間
1,zh-hant,Chinese Traditional/中文（繁体）,2,保持正面
1,zh-hant,Chinese Traditional/中文（繁体）,3,規律生活！
1,zh-hant,Chinese Traditional/中文（繁体）,4,不良行為
1,zh-hant,Chinese Traditional/中文（繁体）,5,保持冷靜、管理壓力
1,zh-hant,Chinese Traditional/中文（繁体）,6,談論新型冠狀肺炎
2,zh-hant,中文（繁体）/Chinese Traditional,1,親子時間
2,zh-hant,中文（繁体）/Chinese Traditional,2,保持正面
2,zh-hant,中文（繁体）/Chinese Traditional,3,規律生活！
2,zh-hant,中文（繁体）/Chinese Traditional,4,不良行為
2,zh-hant,中文（繁体）/Chinese Traditional,5,保持冷靜、管理壓力
2,zh-hant,中文（繁体）/Chinese Traditional,6,談論新型冠狀肺炎
1,hr,Croatian/Hrvatski,1,Zajedničko vrijeme jedan na jedan
1,hr,Croatian/Hrvatski,2,Ostanite pozitivni
1,hr,Croatian/Hrvatski,3,Napravite str3,sn,Isishona/Shonaturu dana
1,hr,Croatian/Hrvatski,4,Nepoželjno ponašanje
1,hr,Croatian/Hrvatski,5,Ostanite smireni i uspješno se nosite sa stresom
1,hr,Croatian/Hrvatski,6,Razgovarati o COVID-19
1,hr,Croatian/Hrvatski,7,Zaštita djece na internetu
1,hr,Croatian/Hrvatski,8,Planiranje obiteljskog proračuna u vrijeme financijske nesigurnosti
1,hr,Croatian/Hrvatski,9,Obiteljski sklad u domu
1,hr,Croatian/Hrvatski,10,Učenje kroz igru
1,hr,Croatian/Hrvatski,11,Što kad se razljutimo?
1,hr,Croatian/Hrvatski,12,Roditeljstvo u obiteljima s mnogo članova i višečlanim zajednicama
3,hr,Hrvatski/Croatian,1,Zajedničko vrijeme jedan na jedan
3,hr,Hrvatski/Croatian,2,Ostanite pozitivni
3,hr,Hrvatski/Croatian,3,Napravite str3,sn,Isishona/Shonaturu dana
3,hr,Hrvatski/Croatian,4,Nepoželjno ponašanje
3,hr,Hrvatski/Croatian,5,Ostanite smireni i uspješno se nosite sa stresom
3,hr,Hrvatski/Croatian,6,Razgovarati o COVID-19
3,hr,Hrvatski/Croatian,7,Zaštita djece na internetu
3,hr,Hrvatski/Croatian,8,Planiranje obiteljskog proračuna u vrijeme financijske nesigurnosti
3,hr,Hrvatski/Croatian,9,Obiteljski sklad u domu
3,hr,Hrvatski/Croatian,10,Učenje kroz igru
3,hr,Hrvatski/Croatian,11,Što kad se razljutimo?
3,hr,Hrvatski/Croatian,12,Roditeljstvo u obiteljima s mnogo članova i višečlanim zajednicama
1,fa,Farsi/فارسی,1,زمان‌های تک نفره
1,fa,Farsi/فارسی,2,مثبت‌ بمانید
1,fa,Farsi/فارسی,3,ساختار جدیدی بسازیم!
1,fa,Farsi/فارسی,4,رفتارهای بد
1,fa,Farsi/فارسی,5,آرامش خود را حفظ کنید و استرس خود را مدیریت کنید
1,fa,Farsi/فارسی,6,دربارة ویروس کرونا صحبت کنید
1,fa,Farsi/فارسی,1,زمان‌های تک نفره
1,fa,Farsi/فارسی,2,مثبت‌ بمانید
1,fa,Farsi/فارسی,3,ساختار جدیدی بسازیم!
1,fa,Farsi/فارسی,4,رفتارهای بد
1,fa,Farsi/فارسی,5,آرامش خود را حفظ کنید و استرس خود را مدیریت کنید
1,fa,Farsi/فارسی,6,دربارة ویروس کرونا صحبت کنید
2,fa,فارسی/Farsi,1,زمان‌های تک نفره
2,fa,فارسی/Farsi,2,مثبت‌ بمانید
2,fa,فارسی/Farsi,3,ساختار جدیدی بسازیم!
2,fa,فارسی/Farsi,4,رفتارهای بد
2,fa,فارسی/Farsi,5,آرامش خود را حفظ کنید و استرس خود را مدیریت کنید
2,fa,فارسی/Farsi,6,دربارة ویروس کرونا صحبت کنید
2,fa,فارسی/Farsi,1,زمان‌های تک نفره
2,fa,فارسی/Farsi,2,مثبت‌ بمانید
2,fa,فارسی/Farsi,3,ساختار جدیدی بسازیم!
2,fa,فارسی/Farsi,4,رفتارهای بد
2,fa,فارسی/Farsi,5,آرامش خود را حفظ کنید و استرس خود را مدیریت کنید
2,fa,فارسی/Farsi,6,دربارة ویروس کرونا صحبت کنید
1,ko,Korean/조선말,1,아이와 둘만의 시간 갖기
1,ko,Korean/조선말,2,긍정적으로 생각하기
1,ko,Korean/조선말,3,규칙 만들기
1,ko,Korean/조선말,4,말썽 부리는 자녀 대처하기
1,ko,Korean/조선말,5,육아 스트레스 관리하기
1,ko,Korean/조선말,6,COVID-19에 대해 자녀와 대회하기
2,ko,조선말/Korean,1,아이와 둘만의 시간 갖기
2,ko,조선말/Korean,2,긍정적으로 생각하기
2,ko,조선말/Korean,3,규칙 만들기
2,ko,조선말/Korean,4,말썽 부리는 자녀 대처하기
2,ko,조선말/Korean,5,육아 스트레스 관리하기
2,ko,조선말/Korean,6,COVID-19에 대해 자녀와 대회하기
1,kn,Kannada/ಕನ್ನಡ,1,ಗುಣಮಟ್ಟದ ಸಮಯ
1,kn,Kannada/ಕನ್ನಡ,2,ಅದನ್ನು ಧನಾತ್ಮಕವಾಗಿರಿಸಿ
1,kn,Kannada/ಕನ್ನಡ,3,ವಿನ್ಯಾಸಗೊಳಿಸಿ!
1,kn,Kannada/ಕನ್ನಡ,4,ಕೆಟ್ಟ ನಡವಳಿಕೆ
1,kn,Kannada/ಕನ್ನಡ,5,ಶಾಂತವಾಗಿರಿ ಮತ್ತು ಒತ್ತಡವನ್ನು ನಿರ್ವಹಿಸಿ
1,kn,Kannada/ಕನ್ನಡ,6,ಕೊ ವಿಡ್-19 ಕುರಿತು ಮಾತನಾಡುತ್ತಿದ್ದಾರೆ
1,kn,Kannada/ಕನ್ನಡ,7,ಮಕ್ಕಳನ್ನು ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ ಸುರಕ್ಷಿತವಾಗಿರಿಸುವುದು
1,kn,Kannada/ಕನ್ನಡ,8,ಟೈಮ್ಸ್ ಆಫ್ ಫೈನಾನ್ಷಿಯಲ್ ಸ್ಟ್ರೆಸ್‌ನಲ್ಲಿ ಕುಟುಂಬ ಬಜೆಟ್
1,kn,Kannada/ಕನ್ನಡ,9,ಮನೆಯಲ್ಲಿ ಕುಟುಂಬ ಸಾಮರಸ್ಯ
1,kn,Kannada/ಕನ್ನಡ,10,ಆಟದ ಮೂಲಕ ಕಲಿಕೆ
1,kn,Kannada/ಕನ್ನಡ,11,ನಾವು ಕೋಪಗೊಂಡಾಗ
1,kn,Kannada/ಕನ್ನಡ,12,ಜನತುಂಬಿರುವ ಮನೆಗಳು ಮತ್ತು ಸಮುದಾಯಗಳಲ್ಲಿ ಪಾಲನೆ
2,kn,ಕನ್ನಡ/Kannada,1,ಗುಣಮಟ್ಟದ ಸಮಯ
2,kn,ಕನ್ನಡ/Kannada,2,ಅದನ್ನು ಧನಾತ್ಮಕವಾಗಿರಿಸಿ
2,kn,ಕನ್ನಡ/Kannada,3,ವಿನ್ಯಾಸಗೊಳಿಸಿ!
2,kn,ಕನ್ನಡ/Kannada,4,ಕೆಟ್ಟ ನಡವಳಿಕೆ
2,kn,ಕನ್ನಡ/Kannada,5,ಶಾಂತವಾಗಿರಿ ಮತ್ತು ಒತ್ತಡವನ್ನು ನಿರ್ವಹಿಸಿ
2,kn,ಕನ್ನಡ/Kannada,6,ಕೊ ವಿಡ್-19 ಕುರಿತು ಮಾತನಾಡುತ್ತಿದ್ದಾರೆ
2,kn,ಕನ್ನಡ/Kannada,7,ಮಕ್ಕಳನ್ನು ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ ಸುರಕ್ಷಿತವಾಗಿರಿಸುವುದು
2,kn,ಕನ್ನಡ/Kannada,8,ಟೈಮ್ಸ್ ಆಫ್ ಫೈನಾನ್ಷಿಯಲ್ ಸ್ಟ್ರೆಸ್‌ನಲ್ಲಿ ಕುಟುಂಬ ಬಜೆಟ್
2,kn,ಕನ್ನಡ/Kannada,9,ಮನೆಯಲ್ಲಿ ಕುಟುಂಬ ಸಾಮರಸ್ಯ
2,kn,ಕನ್ನಡ/Kannada,10,ಆಟದ ಮೂಲಕ ಕಲಿಕೆ
2,kn,ಕನ್ನಡ/Kannada,11,ನಾವು ಕೋಪಗೊಂಡಾಗ
2,kn,ಕನ್ನಡ/Kannada,12,ಜನತುಂಬಿರುವ ಮನೆಗಳು ಮತ್ತು ಸಮುದಾಯಗಳಲ್ಲಿ ಪಾಲನೆ
1,km,Khmer-Cambodia/ភាសាខ្មែរ,1,ការអប់រំកជាេពលេវលាមូនកំ ុ􀀂ងអ
1,km,Khmer-Cambodia/ភាសាខ្មែរ,2,រក􀀁ភាព􀀂ជ􀀃មាន
1,km,Khmer-Cambodia/ភាសាខ្មែរ,3,ផ􀀂ការអបល់ ់រំកូនកុ􀀃ក
1,km,Khmer-Cambodia/ភាសាខ្មែរ,4,ឥរ􀀁យាបទគួរែកលម􀀂រ
1,km,Khmer-Cambodia/ភាសាខ្មែរ,5,រក􀀅ភាពេស􀀆􀀇មសា􀀆 ត់ ន􀀈ង្រគប់្រគងភាពតាន􀀁ង
1,km,Khmer-Cambodia/ភាសាខ្មែរ,6,ការអបន􀀂យាយព􀀃ជ់រំកូនកួចុ􀀄ំ
1,km,Khmer-Cambodia/ភាសាខ្មែរ,7,Tip Sheet Number 7
1,km,Khmer-Cambodia/ភាសាខ្មែរ,8,Tip Sheet Number 8
1,km,Khmer-Cambodia/ភាសាខ្មែរ,9,Tip Sheet Number 9
1,km,Khmer-Cambodia/ភាសាខ្មែរ,10,Tip Sheet Number 10
1,km,Khmer-Cambodia/ភាសាខ្មែរ,11,Tip Sheet Number 11
1,km,Khmer-Cambodia/ភាសាខ្មែរ,12,Tip Sheet Number 12
2,km,ភាសាខ្មែរ/Khmer-Cambodia,1,ការអប់រំកជាេពលេវលាមូនកំ ុ􀀂ងអ
2,km,ភាសាខ្មែរ/Khmer-Cambodia,2,រក􀀁ភាព􀀂ជ􀀃មាន
2,km,ភាសាខ្មែរ/Khmer-Cambodia,3,ផ􀀂ការអបល់ ់រំកូនកុ􀀃ក
2,km,ភាសាខ្មែរ/Khmer-Cambodia,4,ឥរ􀀁យាបទគួរែកលម􀀂រ
2,km,ភាសាខ្មែរ/Khmer-Cambodia,5,រក􀀅ភាពេស􀀆􀀇មសា􀀆 ត់ ន􀀈ង្រគប់្រគងភាពតាន􀀁ង
2,km,ភាសាខ្មែរ/Khmer-Cambodia,6,ការអបន􀀂យាយព􀀃ជ់រំកូនកួចុ􀀄ំ
2,km,ភាសាខ្មែរ/Khmer-Cambodia,7,Tip Sheet Number 7
2,km,ភាសាខ្មែរ/Khmer-Cambodia,8,Tip Sheet Number 8
2,km,ភាសាខ្មែរ/Khmer-Cambodia,9,Tip Sheet Number 9
2,km,ភាសាខ្មែរ/Khmer-Cambodia,10,Tip Sheet Number 10
2,km,ភាសាខ្មែរ/Khmer-Cambodia,11,Tip Sheet Number 11
2,km,ភាសាខ្មែរ/Khmer-Cambodia,12,Tip Sheet Number 12
1,lhi,Lahu/Ladhof,1,Tip Sheet Number 1
1,lhi,Lahu/Ladhof,2,Tip Sheet Number 2
1,lhi,Lahu/Ladhof,3,Tip Sheet Number 3
1,lhi,Lahu/Ladhof,4,Tip Sheet Number 4
1,lhi,Lahu/Ladhof,5,Tip Sheet Number 5
1,lhi,Lahu/Ladhof,6,Tip Sheet Number 6
3,lhi,Ladhof/Lahu,1,Tip Sheet Number 1
3,lhi,Ladhof/Lahu,2,Tip Sheet Number 2
3,lhi,Ladhof/Lahu,3,Tip Sheet Number 3
3,lhi,Ladhof/Lahu,4,Tip Sheet Number 4
3,lhi,Ladhof/Lahu,5,Tip Sheet Number 5
3,lhi,Ladhof/Lahu,6,Tip Sheet Number 6
1,mr,Marathi/मराठी,1,वन-ऑन-वन टाइम
1,mr,Marathi/मराठी,2,Tip Sheet Number 2
1,mr,Marathi/मराठी,3,Tip Sheet Number 3
1,mr,Marathi/मराठी,4,वाईट वत णूक
1,mr,Marathi/मराठी,5,Tip Sheet Number 5
1,mr,Marathi/मराठी,6,कोिवड -१. बोलत आहे ब ल बोलत आहे
2,mr,मराठी/Marathi,1,वन-ऑन-वन टाइम
2,mr,मराठी/Marathi,2,Tip Sheet Number 2
2,mr,मराठी/Marathi,3,Tip Sheet Number 3
2,mr,मराठी/Marathi,4,वाईट वत णूक
2,mr,मराठी/Marathi,5,Tip Sheet Number 5
2,mr,मराठी/Marathi,6,कोिवड -१. बोलत आहे ब ल बोलत आहे
1,cnr,Montenegrin/Crnogorski,1,Vrijeme jedan na jedan
1,cnr,Montenegrin/Crnogorski,2,Ostanite pozitivni.
1,cnr,Montenegrin/Crnogorski,3,Str3,sn,Isishona/Shonaturišite dan!
1,cnr,Montenegrin/Crnogorski,4,Loše ponašanje
1,cnr,Montenegrin/Crnogorski,5,Budite smireni i kontrolišite stres.
1,cnr,Montenegrin/Crnogorski,6,Razgovor o COVID-u-19
1,cnr,Montenegrin/Crnogorski,7,Bezbjednost djece na internetu
1,cnr,Montenegrin/Crnogorski,8,Porodično budžetiranje u vrijeme pojačanog finansijskog pritiska
1,cnr,Montenegrin/Crnogorski,9,Porodični sklad kod kuće
1,cnr,Montenegrin/Crnogorski,10,Učenje kroz igru
1,cnr,Montenegrin/Crnogorski,11,Kad se naljutimo
1,cnr,Montenegrin/Crnogorski,12,Roditeljstvo u prepunom domu
1,cnr,Montenegrin/Crnogorski,13,Savjeti za roditelje djece sa smetnjama u razvoju
1,cnr,Montenegrin/Crnogorski,14,Savjeti za roditelje tinejdžera
1,cnr,Montenegrin/Crnogorski,15,Stigla je beba - savjeti za roditelje
3,cnr,Crnogorski/Montenegrin,1,Vrijeme jedan na jedan
3,cnr,Crnogorski/Montenegrin,2,Ostanite pozitivni.
3,cnr,Crnogorski/Montenegrin,3,Str3,sn,Isishona/Shonaturišite dan!
3,cnr,Crnogorski/Montenegrin,4,Loše ponašanje
3,cnr,Crnogorski/Montenegrin,5,Budite smireni i kontrolišite stres.
3,cnr,Crnogorski/Montenegrin,6,Razgovor o COVID-u-19
3,cnr,Crnogorski/Montenegrin,7,Bezbjednost djece na internetu
3,cnr,Crnogorski/Montenegrin,8,Porodično budžetiranje u vrijeme pojačanog finansijskog pritiska
3,cnr,Crnogorski/Montenegrin,9,Porodični sklad kod kuće
3,cnr,Crnogorski/Montenegrin,10,Učenje kroz igru
3,cnr,Crnogorski/Montenegrin,11,Kad se naljutimo
3,cnr,Crnogorski/Montenegrin,12,Roditeljstvo u prepunom domu
3,cnr,Crnogorski/Montenegrin,13,Savjeti za roditelje djece sa smetnjama u razvoju
3,cnr,Crnogorski/Montenegrin,14,Savjeti za roditelje tinejdžera
3,cnr,Crnogorski/Montenegrin,15,Stigla je beba - savjeti za roditelje
1,ta,Tamil/தமிழ்,1,xUtNuhnlhUtUf;fhd Ne3,sn,Isishona/Shona;
1,ta,Tamil/தமிழ்,2,Neu;kiwahf my;yJ cWjpahf
1,ta,Tamil/தமிழ்,3,fl;likg;Gf;Fs; nfhz;LthUq;fs;
1,ta,Tamil/தமிழ்,4,Ju; elj;ij
1,ta,Tamil/தமிழ்,5,mikjpahf
1,ta,Tamil/தமிழ்,6,COVID 19 gw;wpa Ngr;R
2,ta,தமிழ்/Tamil,1,xUtNuhnlhUtUf;fhd Ne3,sn,Isishona/Shona;
2,ta,தமிழ்/Tamil,2,Neu;kiwahf my;yJ cWjpahf
2,ta,தமிழ்/Tamil,3,fl;likg;Gf;Fs; nfhz;LthUq;fs;
2,ta,தமிழ்/Tamil,4,Ju; elj;ij
2,ta,தமிழ்/Tamil,5,mikjpahf
2,ta,தமிழ்/Tamil,6,COVID 19 gw;wpa Ngr;R
1,te,Telugu/తెలుగు,1,సమయాన్ని సద్విని యోగం చేసుకోండిసమయాన్ని చేసుకోండి
1,te,Telugu/తెలుగు,2,సానుకూలంగా ఉంచడంసానుకూలంగా ఉంచడం
1,te,Telugu/తెలుగు,3,నిర్మా ణాత్మకంగా రూపొందించుకోండి!
1,te,Telugu/తెలుగు,4,చెడు ప్రవర్తనచెడు ప్రవర్తన
1,te,Telugu/తెలుగు,5,ప్రశాంతంగా ఉంటూ ఒత్తి త్తిడిని జయిం చండిప్రశాంతంగా చండి
1,te,Telugu/తెలుగు,6,COVID-19 గురించి చర్చిం చడం
2,te,తెలుగు/Telugu,1,సమయాన్ని సద్విని యోగం చేసుకోండిసమయాన్ని చేసుకోండి
2,te,తెలుగు/Telugu,2,సానుకూలంగా ఉంచడంసానుకూలంగా ఉంచడం
2,te,తెలుగు/Telugu,3,నిర్మా ణాత్మకంగా రూపొందించుకోండి!
2,te,తెలుగు/Telugu,4,చెడు ప్రవర్తనచెడు ప్రవర్తన
2,te,తెలుగు/Telugu,5,ప్రశాంతంగా ఉంటూ ఒత్తి త్తిడిని జయిం చండిప్రశాంతంగా చండి
2,te,తెలుగు/Telugu,6,COVID-19 గురించి చర్చిం చడం
1,th,Thai/ภาษาไทย,1,การใช้เวลาตามลำพังกับลูก
1,th,Thai/ภาษาไทย,2,ทำสถานการณ์ให้เป็นเชิงบวกไว้เสมอ
1,th,Thai/ภาษาไทย,3,สร้างตารางกจกรรม
1,th,Thai/ภาษาไทย,4,เมื่อลูกงอแง
1,th,Thai/ภาษาไทย,5,รักษาอารมณ์ให้สงบและจัดการกับความเครียด
1,th,Thai/ภาษาไทย,6,คุยกับลูกเรื่อง โควิด 19
1,th,Thai/ภาษาไทย,7,การปกป้ อง เด็ก ให้ปลอดภัยบนโลกออนไลน์
1,th,Thai/ภาษาไทย,8,การวางแผนการใช้จ่ายในครอบครัวในสถานการณ์ ตึงเครียดทางการเงิน
1,th,Thai/ภาษาไทย,9,ความกลม เกลียว ในครอบครัว
1,th,Thai/ภาษาไทย,10,การเรียนรู้ผ่านการเล่น
1,th,Thai/ภาษาไทย,11,Tip Sheet Number 11
1,th,Thai/ภาษาไทย,12,Tip Sheet Number 12
2,th,ภาษาไทย/Thai,1,การใช้เวลาตามลำพังกับลูก
2,th,ภาษาไทย/Thai,2,ทำสถานการณ์ให้เป็นเชิงบวกไว้เสมอ
2,th,ภาษาไทย/Thai,3,สร้างตารางกจกรรม
2,th,ภาษาไทย/Thai,4,เมื่อลูกงอแง
2,th,ภาษาไทย/Thai,5,รักษาอารมณ์ให้สงบและจัดการกับความเครียด
2,th,ภาษาไทย/Thai,6,คุยกับลูกเรื่อง โควิด 19
2,th,ภาษาไทย/Thai,7,การปกป้ อง เด็ก ให้ปลอดภัยบนโลกออนไลน์
2,th,ภาษาไทย/Thai,8,การวางแผนการใช้จ่ายในครอบครัวในสถานการณ์ ตึงเครียดทางการเงิน
2,th,ภาษาไทย/Thai,9,ความกลม เกลียว ในครอบครัว
2,th,ภาษาไทย/Thai,10,การเรียนรู้ผ่านการเล่น
2,th,ภาษาไทย/Thai,11,Tip Sheet Number 11
2,th,ภาษาไทย/Thai,12,Tip Sheet Number 12
1,asm,Assamese/ অসমীয়া,1,Tip Sheet Number 1
1,asm,Assamese/ অসমীয়া,2,Tip Sheet Number 2
1,asm,Assamese/ অসমীয়া,3,Tip Sheet Number 3
1,asm,Assamese/ অসমীয়া,4,Tip Sheet Number 4
1,asm,Assamese/ অসমীয়া,5,Tip Sheet Number 5
1,asm,Assamese/ অসমীয়া,6,Tip Sheet Number 6
2,asm, অসমীয়া/Assamese,1,Tip Sheet Number 1
2,asm, অসমীয়া/Assamese,2,Tip Sheet Number 2
2,asm, অসমীয়া/Assamese,3,Tip Sheet Number 3
2,asm, অসমীয়া/Assamese,4,Tip Sheet Number 4
2,asm, অসমীয়া/Assamese,5,Tip Sheet Number 5
2,asm, অসমীয়া/Assamese,6,Tip Sheet Number 6
1,sin,Sinhala/සිංහල,1,ld
1,sin,Sinhala/සිංහල,2,Okd;aulj isàu
1,sin,Sinhala/සිංහල,3,iels<a
1,sin,Sinhala/සිංහල,4,whym;a yeisÍu
1,sin,Sinhala/සිංහල,5,ikaiqkaj isg wd;;sh l<3,sn,Isishona/ShonadlrKh lr.kak
1,sin,Sinhala/සිංහල,6,COVID - 19 .ek l:dny lsÍu
2,sin,සිංහල/Sinhala,1,ld
2,sin,සිංහල/Sinhala,2,Okd;aulj isàu
2,sin,සිංහල/Sinhala,3,iels<a
2,sin,සිංහල/Sinhala,4,whym;a yeisÍu
2,sin,සිංහල/Sinhala,5,ikaiqkaj isg wd;;sh l<3,sn,Isishona/ShonadlrKh lr.kak
2,sin,සිංහල/Sinhala,6,COVID - 19 .ek l:dny lsÍu
1,bur,Burmese/မြန်မာစာ မြန်မာစကား,1,တစ်ယောက်ချင်းစီ တွေ့တဲ့အချိန်
1,bur,Burmese/မြန်မာစာ မြန်မာစကား,2,အကောင်းမြင်စိတ်ရှိပါ။
1,bur,Burmese/မြန်မာစာ မြန်မာစကား,3,ဖြဲ.စည္းတည္ေဆာက္ပါ။
1,bur,Burmese/မြန်မာစာ မြန်မာစကား,4,ဆိုုး၀ါးေသာ အျပဳအမူ၊ အက်င့္
1,bur,Burmese/မြန်မာစာ မြန်မာစကား,5,စိတ်ကိုတည်ငြိမ်အောင်ထားပါ။ စိတ်ဖိစီးမှုကို ဖြေရှင်းဖို့ကြိုးစားပါ။
1,bur,Burmese/မြန်မာစာ မြန်မာစကား,6,ကိုဗစ်နိုင်တင်း အကြောင်းပြောဆိုဆွေးနွေးခြင်း
1,bur,Burmese/မြန်မာစာ မြန်မာစကား,7,Tip Sheet Number 7
1,bur,Burmese/မြန်မာစာ မြန်မာစကား,8,Tip Sheet Number 8
1,bur,Burmese/မြန်မာစာ မြန်မာစကား,9,Tip Sheet Number 9
1,bur,Burmese/မြန်မာစာ မြန်မာစကား,10,Tip Sheet Number 10
1,bur,Burmese/မြန်မာစာ မြန်မာစကား,11,Tip Sheet Number 11
1,bur,Burmese/မြန်မာစာ မြန်မာစကား,12,Tip Sheet Number 12
2,bur,မြန်မာစာ မြန်မာစကား/Burmese,1,တစ်ယောက်ချင်းစီ တွေ့တဲ့အချိန်
2,bur,မြန်မာစာ မြန်မာစကား/Burmese,2,အကောင်းမြင်စိတ်ရှိပါ။
2,bur,မြန်မာစာ မြန်မာစကား/Burmese,3,ဖြဲ.စည္းတည္ေဆာက္ပါ။
2,bur,မြန်မာစာ မြန်မာစကား/Burmese,4,ဆိုုး၀ါးေသာ အျပဳအမူ၊ အက်င့္
2,bur,မြန်မာစာ မြန်မာစကား/Burmese,5,စိတ်ကိုတည်ငြိမ်အောင်ထားပါ။ စိတ်ဖိစီးမှုကို ဖြေရှင်းဖို့ကြိုးစားပါ။
2,bur,မြန်မာစာ မြန်မာစကား/Burmese,6,ကိုဗစ်နိုင်တင်း အကြောင်းပြောဆိုဆွေးနွေးခြင်း
2,bur,မြန်မာစာ မြန်မာစကား/Burmese,7,Tip Sheet Number 7
2,bur,မြန်မာစာ မြန်မာစကား/Burmese,8,Tip Sheet Number 8
2,bur,မြန်မာစာ မြန်မာစကား/Burmese,9,Tip Sheet Number 9
2,bur,မြန်မာစာ မြန်မာစကား/Burmese,10,Tip Sheet Number 10
2,bur,မြန်မာစာ မြန်မာစကား/Burmese,11,Tip Sheet Number 11
2,bur,မြန်မာစာ မြန်မာစကား/Burmese,12,Tip Sheet Number 12
1,el,Greek/Ελληνικά,1,Χρόνος Ένας-προς-Ένα
1,el,Greek/Ελληνικά,2,Να είστε θετικοί
1,el,Greek/Ελληνικά,3,Αποκτήστε καινούργιες συνήθειες!
1,el,Greek/Ελληνικά,4,Κακή συμπεριφορά
1,el,Greek/Ελληνικά,5,Να είστε Ήρεμοι και να Διαχειρίζεστε το άγχος
1,el,Greek/Ελληνικά,6,Μιλώντας για τον κορωνοϊό
1,el,Greek/Ελληνικά,7,Κρατήστε τα παιδιά ασφαλή στο διαδίκτυο
1,el,Greek/Ελληνικά,8,Οικογενειακός προϋπολογισμούς σε καιρούς οικονομικών δυσκολιών
1,el,Greek/Ελληνικά,9,Οικογενειακή αρμονία στο σπίτι
1,el,Greek/Ελληνικά,10,Μαθαίνοντας μέσα από το παιχνίδι
1,el,Greek/Ελληνικά,11,Όταν θυμώνουμε
1,el,Greek/Ελληνικά,12,Γονείς που ζουν σε σπίτια ή κοινότητες με συνωστισμό
2,el,Ελληνικά/Greek,1,Χρόνος Ένας-προς-Ένα
2,el,Ελληνικά/Greek,2,Να είστε θετικοί
2,el,Ελληνικά/Greek,3,Αποκτήστε καινούργιες συνήθειες!
2,el,Ελληνικά/Greek,4,Κακή συμπεριφορά
2,el,Ελληνικά/Greek,5,Να είστε Ήρεμοι και να Διαχειρίζεστε το άγχος
2,el,Ελληνικά/Greek,6,Μιλώντας για τον κορωνοϊό
2,el,Ελληνικά/Greek,7,Κρατήστε τα παιδιά ασφαλή στο διαδίκτυο
2,el,Ελληνικά/Greek,8,Οικογενειακός προϋπολογισμούς σε καιρούς οικονομικών δυσκολιών
2,el,Ελληνικά/Greek,9,Οικογενειακή αρμονία στο σπίτι
2,el,Ελληνικά/Greek,10,Μαθαίνοντας μέσα από το παιχνίδι
2,el,Ελληνικά/Greek,11,Όταν θυμώνουμε
